duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,exito,prob_exito
15,853509,Menos de 250k,Experto,Sin Experiencia,Remoto,7,Dentro del mercado,93,1,32.87
14,783228,250k a 1M,Básico,Sin Experiencia,Remoto,3,Por encima del mercado,214,1,39.64
15,859012,250k a 1M,Experto,General,Presencial,4,Dentro del mercado,62,1,38.39
14,783861,Menos de 250k,Intermedio,General,Remoto,1,Dentro del mercado,81,1,44.84
7,495525,Menos de 250k,Intermedio,Sin Experiencia,Presencial,7,Dentro del mercado,52,1,36.24
18,475018,Menos de 250k,Básico,General,Híbrido,3,Dentro del mercado,165,1,25.97
18,547080,Más de 1M,Intermedio,Específica,Híbrido,9,Dentro del mercado,169,1,16.4
7,457863,Más de 1M,Intermedio,Sin Experiencia,Híbrido,7,Por encima del mercado,89,1,35.73
15,291991,Más de 1M,Básico,General,Remoto,11,Dentro del mercado,159,0,10.35
17,559321,250k a 1M,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,116,1,22.71
9,186776,Más de 1M,Básico,Sin Experiencia,Remoto,6,Dentro del mercado,135,0,26.96
10,527528,250k a 1M,Experto,General,Presencial,4,Por debajo del mercado,50,1,37.24
15,301045,250k a 1M,Experto,Específica,Presencial,4,Por debajo del mercado,108,1,24.49
3,483792,Más de 1M,Experto,Sin Experiencia,Presencial,4,Por encima del mercado,194,1,48.75
5,538241,250k a 1M,Básico,Específica,Híbrido,8,Dentro del mercado,174,1,38.35
6,429429,Más de 1M,Básico,General,Presencial,1,Dentro del mercado,140,1,48.63
1,171898,Más de 1M,Intermedio,Sin Experiencia,Remoto,5,Por debajo del mercado,148,0,41.88
19,262396,Menos de 250k,Intermedio,General,Remoto,1,Dentro del mercado,222,0,23.71
1,591649,Más de 1M,Intermedio,General,Híbrido,6,Por encima del mercado,139,1,50.89
14,388512,Menos de 250k,Intermedio,General,Remoto,4,Dentro del mercado,67,1,29.03
17,612170,Más de 1M,Intermedio,General,Remoto,7,Por encima del mercado,161,1,24.17
10,501940,Más de 1M,Básico,Sin Experiencia,Remoto,3,Por debajo del mercado,96,1,39.94
8,460434,Menos de 250k,Básico,Específica,Presencial,4,Por encima del mercado,124,1,39.74
13,569529,Menos de 250k,Experto,Específica,Presencial,7,Por encima del mercado,106,1,28.12
12,365021,Más de 1M,Experto,Sin Experiencia,Remoto,5,Por encima del mercado,65,1,28.35
18,580079,250k a 1M,Experto,Sin Experiencia,Remoto,10,Por encima del mercado,115,0,15.21
1,416099,Menos de 250k,Experto,Específica,Remoto,4,Por encima del mercado,148,1,51.63
6,1007257,250k a 1M,Básico,Específica,Remoto,3,Por encima del mercado,137,1,57.78
15,273213,250k a 1M,Básico,Sin Experiencia,Presencial,9,Por encima del mercado,124,1,13.79
12,428550,250k a 1M,Básico,General,Híbrido,4,Por encima del mercado,90,1,32.41
17,436619,Menos de 250k,Intermedio,Sin Experiencia,Remoto,4,Por encima del mercado,17,1,25.87
14,229627,250k a 1M,Intermedio,Específica,Presencial,6,Por debajo del mercado,98,1,20.82
11,645163,Menos de 250k,Experto,General,Remoto,5,Por encima del mercado,128,1,38.46
10,414255,250k a 1M,Intermedio,Específica,Híbrido,4,Por encima del mercado,10,1,35.25
26,50000,Más de 1M,Básico,General,Presencial,3,Dentro del mercado,97,0,2.16
21,639026,Más de 1M,Experto,Específica,Presencial,9,Dentro del mercado,95,0,12.45
15,372766,Menos de 250k,Experto,General,Híbrido,5,Dentro del mercado,54,1,25.27
12,479020,Más de 1M,Intermedio,Sin Experiencia,Híbrido,3,Por encima del mercado,138,1,34.56
15,635365,Más de 1M,Experto,Sin Experiencia,Presencial,4,Por debajo del mercado,147,1,32.28
17,427059,250k a 1M,Intermedio,General,Híbrido,6,Por debajo del mercado,191,1,20.28
15,425421,Menos de 250k,Intermedio,General,Remoto,9,Dentro del mercado,99,1,17.68
7,992940,250k a 1M,Experto,Sin Experiencia,Híbrido,4,Dentro del mercado,165,1,53.35
23,69251,250k a 1M,Intermedio,Sin Experiencia,Híbrido,2,Por encima del mercado,59,0,9.06
13,242807,250k a 1M,Intermedio,General,Presencial,11,Por debajo del mercado,81,0,12.09
24,281588,250k a 1M,Intermedio,General,Híbrido,5,Por debajo del mercado,134,0,6.09
13,857805,250k a 1M,Intermedio,Sin Experiencia,Presencial,5,Dentro del mercado,67,1,40.21
11,371077,250k a 1M,Experto,Específica,Remoto,5,Por debajo del mercado,92,1,31.3
20,548042,250k a 1M,Básico,Sin Experiencia,Híbrido,1,Dentro del mercado,142,0,27.33
14,405184,Menos de 250k,Básico,General,Híbrido,5,Dentro del mercado,100,1,27.39
13,620640,Más de 1M,Intermedio,General,Presencial,7,Por encima del mercado,54,1,29.62
5,497457,250k a 1M,Intermedio,Específica,Presencial,9,Dentro del mercado,71,1,37.12
16,550620,250k a 1M,Intermedio,Sin Experiencia,Híbrido,4,Por encima del mercado,86,1,29.31
9,757449,250k a 1M,Básico,General,Presencial,6,Por debajo del mercado,129,1,42.74
9,588054,250k a 1M,Intermedio,Sin Experiencia,Híbrido,9,Por debajo del mercado,84,1,31.75
9,352987,250k a 1M,Experto,General,Remoto,5,Dentro del mercado,10,1,33.5
15,562413,250k a 1M,Experto,Específica,Híbrido,7,Dentro del mercado,139,1,25.35
3,983731,Más de 1M,Experto,Sin Experiencia,Remoto,6,Por encima del mercado,132,1,57.4
11,612994,Más de 1M,Básico,Sin Experiencia,Remoto,3,Por encima del mercado,47,1,41.42
18,530382,250k a 1M,Intermedio,Específica,Presencial,2,Por debajo del mercado,43,1,28.95
5,225889,Más de 1M,Intermedio,General,Presencial,8,Por debajo del mercado,168,1,31.75
13,644884,Menos de 250k,Intermedio,General,Presencial,1,Dentro del mercado,88,1,42.39
8,674445,250k a 1M,Básico,Sin Experiencia,Presencial,3,Dentro del mercado,138,1,47.19
10,562545,Menos de 250k,Básico,Específica,Híbrido,1,Por encima del mercado,65,1,46.1
22,522819,Menos de 250k,Básico,Sin Experiencia,Remoto,8,Dentro del mercado,133,0,10.15
2,1066508,250k a 1M,Básico,Sin Experiencia,Híbrido,9,Por encima del mercado,54,1,54.98
17,671086,Más de 1M,Experto,General,Remoto,3,Por debajo del mercado,121,1,33.47
9,748006,Menos de 250k,Básico,General,Remoto,13,Por debajo del mercado,118,0,26.89
9,513376,250k a 1M,Básico,General,Remoto,9,Dentro del mercado,10,1,29.85
5,473681,Menos de 250k,Básico,General,Híbrido,6,Por encima del mercado,106,1,41.77
17,626420,Menos de 250k,Intermedio,General,Presencial,9,Dentro del mercado,64,1,19.12
11,473491,Menos de 250k,Intermedio,Específica,Híbrido,3,Dentro del mercado,155,1,37.6
10,489913,Menos de 250k,Intermedio,Sin Experiencia,Remoto,4,Por encima del mercado,112,1,37.08
13,592641,Más de 1M,Experto,Específica,Híbrido,6,Dentro del mercado,88,1,30.94
11,397438,Menos de 250k,Experto,Sin Experiencia,Remoto,3,Por encima del mercado,176,1,35.79
1,544082,Menos de 250k,Básico,General,Presencial,1,Por encima del mercado,10,1,59.64
9,516017,Menos de 250k,Intermedio,Específica,Presencial,2,Dentro del mercado,196,1,43.44
17,693405,Más de 1M,Experto,Sin Experiencia,Híbrido,4,Por encima del mercado,194,1,29.56
3,377737,Menos de 250k,Intermedio,General,Presencial,6,Por debajo del mercado,81,1,41.69
5,100014,Menos de 250k,Experto,General,Remoto,4,Por debajo del mercado,144,0,35.43
9,437873,Más de 1M,Experto,Específica,Remoto,1,Por debajo del mercado,124,1,43.21
8,579457,Más de 1M,Básico,Específica,Presencial,6,Por debajo del mercado,10,1,38.92
12,692821,Más de 1M,Básico,Específica,Presencial,9,Dentro del mercado,94,1,29.96
5,361431,Menos de 250k,Experto,General,Presencial,3,Por debajo del mercado,37,1,43.93
10,608420,Más de 1M,Básico,Sin Experiencia,Híbrido,10,Por debajo del mercado,32,1,29.11
12,727031,Más de 1M,Experto,Sin Experiencia,Híbrido,8,Por debajo del mercado,86,1,33.44
16,650250,Menos de 250k,Experto,Específica,Remoto,2,Por debajo del mercado,87,1,36.09
19,341873,Más de 1M,Intermedio,Sin Experiencia,Híbrido,3,Dentro del mercado,161,0,19.99
10,363355,Menos de 250k,Básico,General,Híbrido,4,Por debajo del mercado,62,1,33.58
23,587001,250k a 1M,Básico,Sin Experiencia,Remoto,4,Por encima del mercado,80,0,16.91
11,825068,Más de 1M,Básico,General,Remoto,1,Por encima del mercado,168,1,50.47
17,502833,250k a 1M,Intermedio,Específica,Presencial,3,Dentro del mercado,91,1,28.8
24,466934,Menos de 250k,Intermedio,Sin Experiencia,Presencial,3,Dentro del mercado,74,0,15.68
13,226077,Más de 1M,Intermedio,General,Híbrido,11,Dentro del mercado,143,0,12.92
4,427143,Menos de 250k,Básico,Específica,Remoto,6,Por debajo del mercado,127,1,43.05
13,356952,250k a 1M,Básico,Específica,Híbrido,3,Dentro del mercado,105,1,32.8
8,505440,Menos de 250k,Básico,Específica,Híbrido,4,Por debajo del mercado,146,1,41.38
10,197435,Más de 1M,Intermedio,Específica,Remoto,6,Dentro del mercado,38,0,25.13
24,434282,Más de 1M,Intermedio,Sin Experiencia,Remoto,4,Por encima del mercado,71,0,13.28
5,298213,250k a 1M,Experto,General,Remoto,3,Por encima del mercado,200,1,43.2
14,688046,Menos de 250k,Intermedio,Sin Experiencia,Remoto,3,Por debajo del mercado,10,1,37.52
7,328166,Más de 1M,Experto,General,Híbrido,6,Dentro del mercado,66,1,34.1
10,385530,250k a 1M,Básico,Específica,Híbrido,1,Por encima del mercado,41,1,40.71
16,556425,Más de 1M,Intermedio,Sin Experiencia,Híbrido,2,Por debajo del mercado,104,1,32.98
14,409257,Más de 1M,Básico,Específica,Remoto,2,Por encima del mercado,130,1,32.62
11,971891,Menos de 250k,Básico,General,Presencial,2,Dentro del mercado,155,1,53.17
8,686103,Más de 1M,Básico,Específica,Híbrido,3,Por debajo del mercado,79,1,48.59
14,503441,Menos de 250k,Básico,Sin Experiencia,Presencial,8,Por encima del mercado,54,1,24.04
22,573620,Más de 1M,Intermedio,Sin Experiencia,Presencial,8,Dentro del mercado,27,0,11.05
7,50000,250k a 1M,Básico,General,Presencial,6,Por debajo del mercado,102,0,28.63
23,746345,Más de 1M,Experto,General,Remoto,6,Por encima del mercado,206,0,18.25
19,602379,Menos de 250k,Intermedio,Sin Experiencia,Remoto,3,Por encima del mercado,71,0,27.08
20,485368,Menos de 250k,Básico,Sin Experiencia,Híbrido,1,Por debajo del mercado,96,0,26.44
14,613170,250k a 1M,Intermedio,Sin Experiencia,Híbrido,5,Dentro del mercado,107,1,31.38
19,637570,Más de 1M,Experto,Sin Experiencia,Remoto,6,Por debajo del mercado,79,0,22.44
6,416725,Más de 1M,Básico,General,Remoto,3,Por encima del mercado,171,1,44.55
8,576032,250k a 1M,Experto,Sin Experiencia,Presencial,2,Por encima del mercado,160,1,47.54
17,709745,Más de 1M,Básico,General,Remoto,1,Por encima del mercado,141,1,37.73
14,590980,Más de 1M,Experto,Sin Experiencia,Remoto,6,Dentro del mercado,148,1,30.81
11,449479,Menos de 250k,Básico,Sin Experiencia,Remoto,5,Por encima del mercado,66,1,32.23
1,559330,Más de 1M,Intermedio,Específica,Remoto,9,Por encima del mercado,43,1,45.15
9,776448,Más de 1M,Básico,Específica,Presencial,3,Por debajo del mercado,66,1,48.6
5,656795,250k a 1M,Intermedio,Sin Experiencia,Híbrido,4,Por encima del mercado,114,1,49.89
15,267387,250k a 1M,Básico,General,Presencial,5,Por debajo del mercado,84,1,21.65
11,617337,Menos de 250k,Básico,Sin Experiencia,Remoto,3,Por encima del mercado,128,1,40.64
8,590832,Más de 1M,Experto,Específica,Remoto,8,Por debajo del mercado,105,1,36.02
28,732823,Más de 1M,Experto,Sin Experiencia,Híbrido,9,Por debajo del mercado,33,0,4.46
18,506564,Más de 1M,Experto,Específica,Híbrido,2,Por debajo del mercado,162,0,28.92
18,426132,Menos de 250k,Básico,Sin Experiencia,Híbrido,4,Por debajo del mercado,74,0,22.84
25,226367,Menos de 250k,Básico,Sin Experiencia,Presencial,9,Dentro del mercado,139,0,0.0
17,361081,250k a 1M,Básico,General,Híbrido,6,Por encima del mercado,58,1,19.07
7,741589,Menos de 250k,Intermedio,Específica,Remoto,5,Dentro del mercado,56,1,45.55
7,539591,Más de 1M,Intermedio,Específica,Remoto,6,Por encima del mercado,54,1,40.32
18,480042,Más de 1M,Básico,Específica,Remoto,7,Por debajo del mercado,28,1,18.42
1,759125,Menos de 250k,Experto,General,Presencial,6,Por encima del mercado,30,1,54.98
12,717920,Más de 1M,Experto,Sin Experiencia,Híbrido,6,Por debajo del mercado,119,1,37.44
1,352851,Más de 1M,Experto,General,Híbrido,5,Por encima del mercado,54,1,47.1
13,740199,Menos de 250k,Básico,Sin Experiencia,Híbrido,9,Por debajo del mercado,117,1,29.43
17,168284,Menos de 250k,Experto,General,Híbrido,4,Por encima del mercado,105,0,17.26
14,591909,Más de 1M,Básico,General,Remoto,5,Por encima del mercado,144,1,32.0
18,568262,Más de 1M,Intermedio,Específica,Presencial,10,Por encima del mercado,49,1,15.51
24,729956,Más de 1M,Experto,General,Híbrido,6,Por debajo del mercado,153,0,16.65
11,576202,250k a 1M,Intermedio,Sin Experiencia,Remoto,5,Por encima del mercado,55,1,36.24
29,451088,250k a 1M,Experto,General,Remoto,7,Por debajo del mercado,10,0,0.0
13,466887,250k a 1M,Básico,General,Presencial,6,Dentro del mercado,110,1,28.18
18,1038650,Menos de 250k,Básico,Sin Experiencia,Híbrido,3,Por encima del mercado,56,1,40.91
8,516528,250k a 1M,Básico,Específica,Presencial,6,Por debajo del mercado,175,1,37.55
22,619415,Menos de 250k,Básico,Sin Experiencia,Híbrido,3,Por debajo del mercado,115,0,24.14
18,95768,Menos de 250k,Experto,Sin Experiencia,Presencial,10,Por debajo del mercado,96,0,1.02
21,334529,250k a 1M,Intermedio,Sin Experiencia,Híbrido,6,Dentro del mercado,110,0,12.22
12,603754,250k a 1M,Básico,General,Híbrido,2,Por debajo del mercado,75,1,40.18
4,177095,250k a 1M,Experto,General,Presencial,4,Dentro del mercado,184,0,39.34
15,609880,Más de 1M,Intermedio,Sin Experiencia,Híbrido,7,Dentro del mercado,73,1,26.09
2,354975,250k a 1M,Básico,Sin Experiencia,Presencial,2,Por debajo del mercado,123,1,52.39
10,293230,Más de 1M,Intermedio,Específica,Presencial,13,Por encima del mercado,59,0,14.37
13,354233,Menos de 250k,Básico,General,Híbrido,1,Dentro del mercado,100,1,34.95
26,805508,Más de 1M,Intermedio,General,Híbrido,8,Por debajo del mercado,38,0,10.81
14,566684,250k a 1M,Intermedio,General,Presencial,4,Dentro del mercado,111,1,33.9
13,317913,Menos de 250k,Básico,General,Remoto,3,Por debajo del mercado,103,1,31.41
12,655068,Menos de 250k,Experto,Sin Experiencia,Presencial,7,Por debajo del mercado,127,1,33.78
4,665948,Menos de 250k,Intermedio,Sin Experiencia,Remoto,4,Dentro del mercado,123,1,52.79
13,423738,Más de 1M,Básico,Específica,Remoto,10,Por debajo del mercado,101,1,20.19
13,691835,250k a 1M,Intermedio,General,Presencial,1,Dentro del mercado,202,1,44.27
6,701350,Menos de 250k,Intermedio,General,Presencial,7,Por debajo del mercado,99,1,43.85
5,670266,Menos de 250k,Experto,Sin Experiencia,Presencial,4,Por encima del mercado,102,1,50.28
9,365250,Menos de 250k,Intermedio,Específica,Remoto,6,Por encima del mercado,96,1,32.17
12,264190,Más de 1M,Intermedio,Sin Experiencia,Presencial,7,Dentro del mercado,110,1,22.87
9,161427,Más de 1M,Básico,General,Presencial,1,Dentro del mercado,86,0,36.61
6,368897,250k a 1M,Básico,General,Híbrido,6,Dentro del mercado,82,1,38.33
14,426438,Más de 1M,Experto,Específica,Híbrido,8,Dentro del mercado,138,1,21.23
15,442713,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,6,Por encima del mercado,98,1,22.88
13,490559,250k a 1M,Intermedio,General,Presencial,4,Dentro del mercado,153,1,33.26
9,846598,Menos de 250k,Intermedio,General,Presencial,1,Por debajo del mercado,10,1,54.79
16,432085,Menos de 250k,Experto,Específica,Presencial,7,Por debajo del mercado,176,1,21.81
11,490245,Más de 1M,Intermedio,General,Remoto,11,Dentro del mercado,145,0,22.9
5,136482,250k a 1M,Básico,General,Remoto,7,Por debajo del mercado,97,0,31.33
18,945594,Más de 1M,Experto,Sin Experiencia,Híbrido,8,Dentro del mercado,96,0,26.33
14,236819,Más de 1M,Básico,Específica,Remoto,8,Por debajo del mercado,132,1,16.79
11,358629,250k a 1M,Básico,Específica,Remoto,4,Por debajo del mercado,49,1,32.52
3,639144,Menos de 250k,Experto,Específica,Remoto,5,Dentro del mercado,102,1,51.15
8,549238,Menos de 250k,Básico,Sin Experiencia,Híbrido,8,Dentro del mercado,108,1,35.97
24,828637,250k a 1M,Intermedio,Específica,Híbrido,1,Por encima del mercado,10,0,28.53
3,644003,Menos de 250k,Experto,General,Remoto,7,Dentro del mercado,117,1,47.27
10,483743,250k a 1M,Básico,Específica,Presencial,9,Por encima del mercado,32,1,27.05
12,708817,250k a 1M,Intermedio,General,Híbrido,5,Dentro del mercado,154,1,38.19
14,732262,Más de 1M,Intermedio,Específica,Remoto,7,Por debajo del mercado,167,1,30.22
3,367968,250k a 1M,Básico,Específica,Presencial,3,Por encima del mercado,176,1,47.5
13,692606,Más de 1M,Intermedio,Sin Experiencia,Presencial,5,Por debajo del mercado,84,1,35.34
2,455548,Menos de 250k,Experto,Específica,Híbrido,4,Dentro del mercado,83,1,49.89
13,479304,Menos de 250k,Básico,Específica,Presencial,6,Dentro del mercado,10,1,28.25
8,528587,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,5,Dentro del mercado,134,1,40.37
7,423844,Menos de 250k,Intermedio,General,Remoto,1,Dentro del mercado,25,1,47.25
17,413082,Más de 1M,Básico,Específica,Híbrido,3,Por encima del mercado,28,1,26.29
11,696944,Menos de 250k,Básico,Específica,Presencial,11,Por encima del mercado,85,0,28.12
15,194212,250k a 1M,Básico,General,Híbrido,7,Dentro del mercado,45,0,16.71
15,287675,250k a 1M,Básico,Sin Experiencia,Híbrido,1,Por debajo del mercado,52,1,30.12
20,634947,250k a 1M,Experto,Específica,Remoto,9,Por encima del mercado,102,0,15.93
5,485420,Más de 1M,Básico,Sin Experiencia,Presencial,2,Por debajo del mercado,144,1,51.14
18,698303,Menos de 250k,Experto,General,Híbrido,8,Dentro del mercado,127,1,22.91
12,571586,Menos de 250k,Experto,General,Remoto,9,Por encima del mercado,109,1,26.37
10,233259,Menos de 250k,Básico,Sin Experiencia,Remoto,5,Por encima del mercado,157,1,29.0
5,512567,Más de 1M,Experto,General,Remoto,2,Por encima del mercado,106,1,50.29
16,606910,250k a 1M,Básico,General,Remoto,3,Por debajo del mercado,74,1,33.4
6,546808,250k a 1M,Básico,Específica,Remoto,7,Dentro del mercado,61,1,39.12
15,406345,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,2,Dentro del mercado,128,1,31.79
24,445212,250k a 1M,Básico,Específica,Híbrido,3,Por encima del mercado,45,0,15.34
18,387983,250k a 1M,Intermedio,Sin Experiencia,Presencial,7,Por encima del mercado,117,1,16.82
20,234961,Más de 1M,Experto,Específica,Híbrido,3,Dentro del mercado,79,0,15.87
8,207452,Más de 1M,Intermedio,General,Presencial,9,Por debajo del mercado,58,1,23.85
17,578004,Más de 1M,Experto,Sin Experiencia,Presencial,2,Por encima del mercado,57,1,33.05
5,325708,Más de 1M,Básico,Sin Experiencia,Presencial,1,Por debajo del mercado,148,1,47.58
11,615120,Menos de 250k,Experto,Sin Experiencia,Híbrido,3,Por debajo del mercado,57,1,42.38
22,380987,Más de 1M,Experto,Sin Experiencia,Remoto,6,Dentro del mercado,86,0,10.25
8,237370,250k a 1M,Básico,General,Presencial,8,Dentro del mercado,77,1,26.83
19,418411,Menos de 250k,Experto,General,Remoto,4,Por debajo del mercado,153,0,21.8
18,918875,250k a 1M,Básico,General,Presencial,4,Por debajo del mercado,177,0,34.48
18,480878,250k a 1M,Intermedio,Específica,Híbrido,5,Dentro del mercado,145,0,21.46
4,629173,250k a 1M,Básico,General,Presencial,10,Por encima del mercado,81,0,37.95
15,533761,Más de 1M,Básico,Específica,Híbrido,6,Por debajo del mercado,117,1,25.82
11,218960,Más de 1M,Experto,Específica,Remoto,4,Por encima del mercado,55,1,30.0
19,789793,Menos de 250k,Intermedio,General,Híbrido,11,Por debajo del mercado,111,0,16.55
2,450436,Menos de 250k,Básico,General,Remoto,5,Dentro del mercado,12,1,47.74
14,237897,Más de 1M,Intermedio,General,Híbrido,1,Por encima del mercado,112,1,30.27
13,397553,250k a 1M,Intermedio,Específica,Presencial,1,Dentro del mercado,97,1,35.68
1,458751,Menos de 250k,Experto,Sin Experiencia,Presencial,7,Por debajo del mercado,122,1,46.45
7,649896,Más de 1M,Básico,General,Híbrido,1,Dentro del mercado,99,1,53.1
1,363847,Más de 1M,Experto,Específica,Remoto,6,Por encima del mercado,142,1,44.41
8,1024069,Más de 1M,Básico,Específica,Remoto,3,Dentro del mercado,62,1,57.55
15,312566,250k a 1M,Intermedio,General,Remoto,9,Por encima del mercado,138,1,15.26
13,622399,Más de 1M,Básico,Específica,Híbrido,6,Dentro del mercado,124,1,32.6
13,105205,Más de 1M,Básico,General,Híbrido,1,Dentro del mercado,154,0,28.94
6,475260,Más de 1M,Intermedio,Específica,Híbrido,8,Por encima del mercado,158,1,36.79
19,573447,Más de 1M,Intermedio,Sin Experiencia,Híbrido,9,Por encima del mercado,52,0,14.95
12,276083,Menos de 250k,Básico,Específica,Remoto,1,Por encima del mercado,126,1,34.75
12,799809,Menos de 250k,Experto,General,Remoto,3,Por debajo del mercado,42,1,44.47
18,586895,Más de 1M,Básico,Sin Experiencia,Híbrido,7,Dentro del mercado,158,1,22.25
6,436472,250k a 1M,Intermedio,General,Híbrido,7,Por encima del mercado,57,1,36.73
13,584736,Menos de 250k,Experto,Específica,Remoto,12,Por debajo del mercado,81,0,18.21
15,381337,Más de 1M,Intermedio,Sin Experiencia,Remoto,8,Por debajo del mercado,111,1,19.95
9,750276,Menos de 250k,Intermedio,Sin Experiencia,Presencial,12,Por encima del mercado,137,0,29.81
16,703060,Menos de 250k,Experto,Específica,Híbrido,5,Por encima del mercado,119,1,30.94
15,574678,250k a 1M,Intermedio,Sin Experiencia,Presencial,6,Por encima del mercado,138,1,27.29
11,622338,Más de 1M,Intermedio,Sin Experiencia,Remoto,3,Por debajo del mercado,101,1,39.98
11,204561,Más de 1M,Intermedio,Sin Experiencia,Remoto,3,Por debajo del mercado,112,1,29.57
15,793389,250k a 1M,Intermedio,General,Híbrido,5,Dentro del mercado,12,1,33.72
17,480128,250k a 1M,Intermedio,General,Presencial,3,Por debajo del mercado,151,1,27.61
12,705009,Más de 1M,Intermedio,Sin Experiencia,Remoto,1,Por encima del mercado,85,1,45.0
19,649968,Más de 1M,Intermedio,Específica,Presencial,3,Dentro del mercado,78,0,29.05
16,701943,250k a 1M,Intermedio,Específica,Presencial,8,Dentro del mercado,197,1,24.5
1,290447,Menos de 250k,Intermedio,General,Presencial,5,Dentro del mercado,10,1,44.71
4,315900,Menos de 250k,Básico,Específica,Presencial,5,Dentro del mercado,105,1,41.48
19,949655,250k a 1M,Básico,Sin Experiencia,Presencial,3,Por encima del mercado,10,0,36.5
11,196132,Menos de 250k,Intermedio,Específica,Híbrido,6,Dentro del mercado,117,0,25.37
13,280478,250k a 1M,Básico,General,Híbrido,10,Por encima del mercado,65,1,15.42
19,508649,Menos de 250k,Experto,General,Presencial,9,Por debajo del mercado,10,0,12.92
12,508996,Menos de 250k,Básico,Sin Experiencia,Híbrido,6,Por encima del mercado,154,1,30.59
12,391996,Más de 1M,Intermedio,General,Remoto,2,Dentro del mercado,36,1,34.55
7,623216,Más de 1M,Intermedio,General,Presencial,10,Por debajo del mercado,147,0,33.66
14,680417,Menos de 250k,Básico,General,Híbrido,8,Por debajo del mercado,51,1,26.96
16,496366,Menos de 250k,Intermedio,Específica,Híbrido,1,Por debajo del mercado,77,1,34.54
9,446302,Más de 1M,Experto,General,Remoto,1,Dentro del mercado,10,1,44.94
6,495548,Más de 1M,Experto,Específica,Remoto,1,Por encima del mercado,121,1,49.61
28,400528,Más de 1M,Intermedio,General,Remoto,4,Por encima del mercado,71,0,6.71
11,160353,250k a 1M,Experto,General,Remoto,8,Dentro del mercado,82,0,19.53
8,560185,Menos de 250k,Experto,Específica,Presencial,8,Dentro del mercado,95,1,35.57
16,653167,Más de 1M,Básico,Específica,Híbrido,6,Por debajo del mercado,18,1,27.22
12,469215,Menos de 250k,Experto,Sin Experiencia,Híbrido,5,Por encima del mercado,135,1,33.08
5,50000,250k a 1M,Básico,Sin Experiencia,Remoto,12,Dentro del mercado,72,0,17.88
15,385657,250k a 1M,Intermedio,Específica,Híbrido,5,Dentro del mercado,215,1,24.61
7,681144,Más de 1M,Básico,General,Híbrido,5,Por encima del mercado,76,1,46.08
21,212350,250k a 1M,Intermedio,Sin Experiencia,Híbrido,3,Por debajo del mercado,81,0,12.59
15,639177,Menos de 250k,Intermedio,Específica,Remoto,12,Por debajo del mercado,32,0,17.76
10,410917,Más de 1M,Intermedio,Específica,Híbrido,7,Por debajo del mercado,19,1,28.72
13,496245,Menos de 250k,Intermedio,General,Híbrido,2,Por encima del mercado,144,1,37.52
17,362820,Menos de 250k,Intermedio,Específica,Híbrido,2,Dentro del mercado,153,1,26.96
13,272883,250k a 1M,Básico,Sin Experiencia,Presencial,1,Dentro del mercado,72,1,32.96
