duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito,exito
48,753234,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,14,Por encima del mercado,0,83.3,1
47,861922,Más de 1M,Intermedio,General,Híbrido,19,Por debajo del mercado,0,100.0,1
28,451492,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,13,Por debajo del mercado,1,100.0,1
40,310271,Entre 250k y 1M,Intermedio,General,Híbrido,8,Por encima del mercado,1,100.0,1
31,852683,Menos de 250k,Intermedio,General,Presencial,5,Dentro del mercado,0,70.9,1
17,279900,Menos de 250k,Básico,Específica,Híbrido,18,Por debajo del mercado,1,100.0,1
58,597409,Más de 1M,Intermedio,General,Híbrido,7,Por debajo del mercado,1,89.3,1
27,388047,Entre 250k y 1M,Intermedio,Específica,Híbrido,17,Dentro del mercado,1,75.7,1
45,759957,Más de 1M,Intermedio,Específica,Remoto,13,Por debajo del mercado,1,100.0,1
51,83197,Más de 1M,Básico,Sin Experiencia,Híbrido,14,Por encima del mercado,0,100.0,1
46,659274,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,13,Dentro del mercado,1,66.1,0
30,419491,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,8,Dentro del mercado,0,100.0,1
57,273106,Más de 1M,Intermedio,Específica,Remoto,14,Dentro del mercado,0,100.0,1
13,408535,Más de 1M,Básico,General,Híbrido,11,Dentro del mercado,0,52.5,0
47,686569,Menos de 250k,Experto,General,Remoto,11,Dentro del mercado,0,97.9,1
53,498778,Más de 1M,Experto,General,Presencial,2,Por encima del mercado,1,91.5,1
49,164303,Menos de 250k,Intermedio,Específica,Híbrido,20,Dentro del mercado,0,100.0,1
43,672155,Más de 1M,Básico,Sin Experiencia,Híbrido,14,Por debajo del mercado,0,100.0,1
19,436100,Más de 1M,Intermedio,General,Presencial,8,Dentro del mercado,1,92.3,1
48,933883,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,10,Por debajo del mercado,1,58.7,0
50,118122,Más de 1M,Experto,General,Híbrido,18,Por encima del mercado,1,100.0,1
22,877455,Menos de 250k,Intermedio,General,Híbrido,19,Dentro del mercado,0,76.5,1
16,535508,Entre 250k y 1M,Intermedio,Específica,Presencial,11,Dentro del mercado,0,71.3,1
43,543610,Entre 250k y 1M,Intermedio,General,Híbrido,15,Por encima del mercado,0,100.0,1
36,360708,Más de 1M,Experto,General,Presencial,5,Dentro del mercado,1,67.1,0
36,832231,Menos de 250k,Básico,Sin Experiencia,Híbrido,16,Por debajo del mercado,0,100.0,1
59,794416,Menos de 250k,Básico,Sin Experiencia,Presencial,17,Dentro del mercado,1,100.0,1
53,713519,Entre 250k y 1M,Básico,Específica,Presencial,18,Por debajo del mercado,0,76.3,1
24,654689,Entre 250k y 1M,Básico,Específica,Remoto,20,Dentro del mercado,0,100.0,1
23,409975,Más de 1M,Básico,Específica,Híbrido,3,Por debajo del mercado,0,100.0,1
41,899527,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,4,Por encima del mercado,1,90.1,1
29,107749,Menos de 250k,Experto,General,Híbrido,9,Por debajo del mercado,0,94.1,1
13,97035,Más de 1M,Básico,General,Presencial,12,Por encima del mercado,0,100.0,1
42,679731,Más de 1M,Experto,General,Presencial,1,Dentro del mercado,0,100.0,1
42,391869,Entre 250k y 1M,Básico,Específica,Híbrido,15,Por encima del mercado,1,100.0,1
45,942045,Menos de 250k,Básico,General,Remoto,18,Dentro del mercado,1,100.0,1
26,282613,Más de 1M,Básico,Específica,Presencial,19,Dentro del mercado,1,100.0,1
21,705542,Menos de 250k,Básico,Específica,Presencial,7,Por encima del mercado,1,91.3,1
41,274353,Menos de 250k,Experto,General,Remoto,19,Por encima del mercado,1,100.0,1
43,921860,Más de 1M,Intermedio,Específica,Híbrido,15,Por encima del mercado,0,96.4,1
35,810109,Menos de 250k,Intermedio,General,Presencial,20,Por debajo del mercado,0,67.5,0
44,792655,Menos de 250k,Experto,General,Remoto,2,Dentro del mercado,0,100.0,1
17,85495,Más de 1M,Básico,General,Presencial,12,Por encima del mercado,1,100.0,1
54,703452,Menos de 250k,Experto,Sin Experiencia,Presencial,19,Por debajo del mercado,0,83.4,1
43,960716,Menos de 250k,Básico,Específica,Híbrido,17,Por debajo del mercado,0,100.0,1
53,483533,Entre 250k y 1M,Experto,General,Remoto,19,Por debajo del mercado,0,65.4,0
29,630515,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,6,Dentro del mercado,0,100.0,1
19,643228,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,18,Por debajo del mercado,0,65.2,0
16,243039,Más de 1M,Intermedio,General,Híbrido,7,Por encima del mercado,1,78.0,1
48,527712,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,1,Por debajo del mercado,0,100.0,1
52,145452,Menos de 250k,Básico,Sin Experiencia,Remoto,12,Por debajo del mercado,0,100.0,1
18,884833,Más de 1M,Básico,Sin Experiencia,Presencial,12,Dentro del mercado,1,96.7,1
21,849575,Más de 1M,Intermedio,Sin Experiencia,Remoto,8,Por debajo del mercado,1,100.0,1
31,92094,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,8,Dentro del mercado,0,100.0,1
38,576650,Menos de 250k,Intermedio,Sin Experiencia,Remoto,8,Por encima del mercado,0,100.0,1
32,254796,Menos de 250k,Básico,Específica,Híbrido,17,Dentro del mercado,0,91.1,1
42,558228,Menos de 250k,Intermedio,Sin Experiencia,Presencial,10,Por encima del mercado,1,100.0,1
20,77752,Más de 1M,Intermedio,General,Presencial,4,Por encima del mercado,1,100.0,1
14,212137,Entre 250k y 1M,Experto,General,Remoto,14,Por debajo del mercado,0,99.5,1
29,847252,Más de 1M,Intermedio,General,Remoto,17,Dentro del mercado,1,64.0,0
23,450077,Más de 1M,Intermedio,Específica,Presencial,1,Dentro del mercado,0,60.5,0
54,972649,Entre 250k y 1M,Intermedio,Específica,Híbrido,15,Dentro del mercado,0,93.2,1
56,338323,Menos de 250k,Experto,Sin Experiencia,Híbrido,19,Dentro del mercado,0,92.6,1
14,876018,Menos de 250k,Básico,General,Híbrido,9,Por encima del mercado,1,86.0,1
26,393437,Entre 250k y 1M,Experto,Específica,Presencial,11,Por debajo del mercado,0,100.0,1
55,767098,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,6,Por encima del mercado,0,67.1,0
13,59297,Menos de 250k,Intermedio,Específica,Híbrido,6,Por debajo del mercado,0,100.0,1
36,720194,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,4,Por encima del mercado,0,100.0,1
53,261979,Entre 250k y 1M,Básico,General,Híbrido,16,Por encima del mercado,0,75.3,1
21,352414,Menos de 250k,Básico,Sin Experiencia,Presencial,4,Por encima del mercado,1,70.8,1
24,442963,Menos de 250k,Intermedio,Específica,Remoto,8,Dentro del mercado,1,100.0,1
48,849029,Menos de 250k,Básico,Sin Experiencia,Presencial,13,Por debajo del mercado,1,71.7,1
19,456964,Entre 250k y 1M,Intermedio,Específica,Remoto,2,Por encima del mercado,0,100.0,1
17,919299,Menos de 250k,Básico,Específica,Presencial,4,Dentro del mercado,0,59.3,0
54,458953,Menos de 250k,Experto,General,Presencial,13,Dentro del mercado,0,76.3,1
15,235619,Menos de 250k,Experto,General,Híbrido,6,Por encima del mercado,1,94.2,1
40,174381,Entre 250k y 1M,Experto,General,Presencial,16,Por encima del mercado,0,91.4,1
15,323089,Más de 1M,Básico,General,Híbrido,12,Dentro del mercado,0,69.3,0
22,285972,Menos de 250k,Básico,Específica,Presencial,5,Por encima del mercado,1,100.0,1
42,956263,Más de 1M,Experto,Sin Experiencia,Remoto,2,Por debajo del mercado,0,100.0,1
47,102740,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,14,Dentro del mercado,0,71.2,1
14,494082,Menos de 250k,Intermedio,General,Presencial,3,Dentro del mercado,1,71.6,1
23,328837,Menos de 250k,Básico,General,Presencial,16,Por debajo del mercado,1,100.0,1
24,168404,Más de 1M,Intermedio,General,Presencial,15,Por debajo del mercado,1,100.0,1
23,356544,Menos de 250k,Experto,Sin Experiencia,Remoto,2,Dentro del mercado,0,100.0,1
60,315772,Entre 250k y 1M,Intermedio,General,Presencial,15,Dentro del mercado,0,83.5,1
53,225049,Menos de 250k,Básico,General,Presencial,10,Dentro del mercado,1,96.6,1
49,93923,Entre 250k y 1M,Intermedio,General,Presencial,9,Por debajo del mercado,0,76.2,1
36,478927,Menos de 250k,Básico,General,Híbrido,10,Por debajo del mercado,0,100.0,1
19,917980,Más de 1M,Básico,Específica,Remoto,6,Dentro del mercado,0,100.0,1
27,402974,Entre 250k y 1M,Intermedio,Específica,Remoto,19,Dentro del mercado,0,100.0,1
54,98675,Menos de 250k,Intermedio,Sin Experiencia,Remoto,20,Dentro del mercado,0,90.3,1
48,86714,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,2,Por debajo del mercado,1,66.6,0
43,265225,Más de 1M,Experto,Específica,Presencial,19,Por encima del mercado,1,100.0,1
56,154380,Menos de 250k,Intermedio,Sin Experiencia,Remoto,16,Por debajo del mercado,0,66.9,0
60,187236,Entre 250k y 1M,Experto,General,Presencial,4,Dentro del mercado,0,98.0,1
51,105746,Entre 250k y 1M,Experto,General,Remoto,11,Por encima del mercado,0,78.9,1
22,363482,Más de 1M,Experto,General,Presencial,10,Por encima del mercado,1,90.3,1
34,194788,Más de 1M,Básico,General,Presencial,5,Dentro del mercado,1,96.7,1
21,638668,Más de 1M,Intermedio,Específica,Híbrido,1,Por encima del mercado,1,74.2,1
43,288095,Menos de 250k,Básico,Sin Experiencia,Híbrido,10,Por debajo del mercado,0,78.1,1
60,93977,Más de 1M,Intermedio,General,Híbrido,12,Por encima del mercado,1,97.8,1
51,965455,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,18,Por encima del mercado,1,76.3,1
35,554878,Menos de 250k,Experto,Específica,Remoto,18,Dentro del mercado,1,87.0,1
22,933168,Menos de 250k,Básico,Sin Experiencia,Híbrido,8,Por debajo del mercado,1,100.0,1
16,259631,Menos de 250k,Básico,General,Híbrido,4,Dentro del mercado,1,88.1,1
56,949588,Menos de 250k,Experto,Sin Experiencia,Remoto,10,Por encima del mercado,0,77.6,1
13,542988,Menos de 250k,Básico,General,Híbrido,13,Dentro del mercado,0,100.0,1
59,802390,Más de 1M,Intermedio,General,Híbrido,15,Por encima del mercado,0,100.0,1
35,352411,Más de 1M,Experto,Sin Experiencia,Remoto,12,Por encima del mercado,1,100.0,1
36,866644,Más de 1M,Básico,Específica,Presencial,1,Dentro del mercado,1,87.1,1
14,907137,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,19,Dentro del mercado,0,66.9,0
36,251792,Menos de 250k,Experto,Específica,Presencial,20,Dentro del mercado,0,58.2,0
58,526683,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,19,Por encima del mercado,0,92.9,1
21,884680,Más de 1M,Básico,Específica,Presencial,11,Por encima del mercado,0,92.4,1
54,219087,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,10,Dentro del mercado,0,74.3,1
27,655087,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,6,Dentro del mercado,1,96.2,1
17,737685,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,6,Por debajo del mercado,1,100.0,1
38,563044,Más de 1M,Experto,General,Remoto,10,Por debajo del mercado,0,75.3,1
49,145143,Entre 250k y 1M,Básico,Específica,Presencial,3,Por debajo del mercado,0,87.0,1
44,328017,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,19,Dentro del mercado,0,100.0,1
55,381427,Menos de 250k,Intermedio,Específica,Híbrido,18,Por encima del mercado,1,75.4,1
51,526120,Más de 1M,Básico,Sin Experiencia,Remoto,2,Por encima del mercado,0,87.5,1
40,128854,Menos de 250k,Intermedio,General,Remoto,20,Por encima del mercado,0,100.0,1
37,117531,Menos de 250k,Básico,Específica,Presencial,5,Dentro del mercado,1,66.0,0
42,159707,Menos de 250k,Intermedio,Sin Experiencia,Remoto,17,Por encima del mercado,1,100.0,1
24,789691,Menos de 250k,Básico,Específica,Presencial,4,Por encima del mercado,1,86.6,1
47,443814,Más de 1M,Experto,Específica,Remoto,20,Dentro del mercado,0,72.7,1
14,979299,Entre 250k y 1M,Intermedio,Específica,Híbrido,8,Por encima del mercado,1,100.0,1
37,682928,Menos de 250k,Básico,Específica,Híbrido,5,Dentro del mercado,0,75.6,1
50,70946,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,17,Dentro del mercado,1,96.9,1
40,947909,Más de 1M,Experto,General,Remoto,16,Por debajo del mercado,0,100.0,1
37,688362,Menos de 250k,Experto,Sin Experiencia,Presencial,3,Por encima del mercado,0,87.8,1
28,699915,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,16,Por debajo del mercado,1,83.2,1
35,319252,Entre 250k y 1M,Intermedio,Específica,Presencial,18,Dentro del mercado,0,100.0,1
29,131395,Entre 250k y 1M,Intermedio,General,Remoto,9,Por encima del mercado,0,80.9,1
45,806405,Menos de 250k,Básico,Específica,Presencial,11,Dentro del mercado,0,100.0,1
36,587527,Entre 250k y 1M,Básico,Específica,Híbrido,14,Por encima del mercado,1,70.1,1
