duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito,exito
39,1083560,250k a 1M,Básico,Específica,Presencial,20,Por debajo del mercado,1,72.94,1
49,761305,250k a 1M,Básico,General,Remoto,25,Por encima del mercado,1,100.0,1
37,1891082,Menos de 250k,Experto,Sin Experiencia,Remoto,16,Por encima del mercado,1,100.0,1
35,1031645,Más de 1M,Básico,Específica,Presencial,31,Por debajo del mercado,0,100.0,1
26,326655,Menos de 250k,Intermedio,Sin Experiencia,Remoto,47,Dentro del mercado,0,79.03,1
20,238005,Menos de 250k,Básico,Sin Experiencia,Remoto,31,Por debajo del mercado,0,100.0,1
44,715462,Más de 1M,Intermedio,Sin Experiencia,Remoto,16,Dentro del mercado,1,100.0,1
43,1539513,Más de 1M,Básico,Sin Experiencia,Presencial,20,Dentro del mercado,0,100.0,1
17,1162379,Más de 1M,Básico,Sin Experiencia,Remoto,41,Por debajo del mercado,0,100.0,1
60,957919,250k a 1M,Intermedio,Específica,Híbrido,36,Por debajo del mercado,1,100.0,1
15,347367,Menos de 250k,Intermedio,Específica,Híbrido,41,Por encima del mercado,1,100.0,1
19,596110,Más de 1M,Experto,General,Híbrido,50,Por encima del mercado,0,83.4,1
21,295035,250k a 1M,Intermedio,General,Híbrido,21,Dentro del mercado,1,100.0,1
52,706973,Más de 1M,Básico,Específica,Híbrido,4,Dentro del mercado,0,100.0,1
22,142614,250k a 1M,Básico,General,Presencial,48,Por debajo del mercado,0,70.37,1
55,318165,250k a 1M,Básico,Específica,Híbrido,16,Dentro del mercado,0,100.0,1
39,1096920,Menos de 250k,Experto,General,Presencial,1,Por debajo del mercado,0,70.08,1
50,1878044,Más de 1M,Experto,Específica,Remoto,47,Por debajo del mercado,0,85.76,1
16,1800710,Menos de 250k,Básico,Sin Experiencia,Remoto,12,Dentro del mercado,0,52.45,0
36,639301,250k a 1M,Básico,General,Híbrido,29,Dentro del mercado,0,100.0,1
36,1618299,Más de 1M,Experto,Sin Experiencia,Híbrido,31,Por debajo del mercado,0,100.0,1
50,806216,Más de 1M,Básico,Específica,Híbrido,9,Por debajo del mercado,0,100.0,1
41,1992459,250k a 1M,Intermedio,General,Presencial,44,Dentro del mercado,1,100.0,1
45,951955,250k a 1M,Básico,Sin Experiencia,Híbrido,6,Por debajo del mercado,0,81.96,1
28,643337,Más de 1M,Experto,Sin Experiencia,Híbrido,30,Dentro del mercado,0,100.0,1
47,1943293,Más de 1M,Básico,Específica,Remoto,37,Dentro del mercado,1,100.0,1
12,1889068,250k a 1M,Básico,General,Híbrido,14,Por encima del mercado,1,100.0,1
55,602004,250k a 1M,Básico,Sin Experiencia,Presencial,5,Dentro del mercado,1,79.35,1
58,1335410,Más de 1M,Experto,General,Presencial,26,Dentro del mercado,1,100.0,1
19,1789774,250k a 1M,Intermedio,General,Híbrido,11,Dentro del mercado,0,100.0,1
55,1647115,250k a 1M,Básico,Sin Experiencia,Híbrido,23,Por debajo del mercado,1,96.38,1
46,1993466,Menos de 250k,Experto,Específica,Presencial,3,Dentro del mercado,0,100.0,1
60,603140,Menos de 250k,Básico,Sin Experiencia,Híbrido,22,Por encima del mercado,1,100.0,1
29,1134170,Menos de 250k,Experto,General,Presencial,23,Dentro del mercado,0,100.0,1
53,706430,Más de 1M,Intermedio,Específica,Híbrido,13,Por debajo del mercado,0,100.0,1
33,963887,250k a 1M,Intermedio,Específica,Híbrido,11,Por debajo del mercado,0,100.0,1
19,1922068,Menos de 250k,Básico,Específica,Presencial,28,Por encima del mercado,0,52.48,0
30,395996,Más de 1M,Intermedio,Sin Experiencia,Remoto,29,Por encima del mercado,1,100.0,1
39,711741,250k a 1M,Intermedio,Específica,Híbrido,40,Por debajo del mercado,1,80.43,1
22,1595326,Menos de 250k,Experto,Sin Experiencia,Presencial,39,Dentro del mercado,1,100.0,1
41,1080277,Más de 1M,Experto,Específica,Híbrido,10,Dentro del mercado,0,100.0,1
12,1651543,250k a 1M,Experto,Específica,Híbrido,18,Dentro del mercado,1,73.1,1
58,367225,Más de 1M,Experto,General,Presencial,42,Por encima del mercado,1,100.0,1
58,1215334,250k a 1M,Básico,Sin Experiencia,Remoto,41,Por debajo del mercado,0,100.0,1
28,1838941,Menos de 250k,Experto,General,Híbrido,20,Por debajo del mercado,1,100.0,1
44,1985362,Más de 1M,Intermedio,Sin Experiencia,Híbrido,44,Por debajo del mercado,1,100.0,1
60,1428708,250k a 1M,Experto,General,Remoto,50,Por encima del mercado,0,100.0,1
23,1385156,Más de 1M,Intermedio,Específica,Híbrido,45,Dentro del mercado,0,100.0,1
44,1723989,Más de 1M,Experto,Sin Experiencia,Presencial,33,Dentro del mercado,1,57.1,0
18,972725,Más de 1M,Experto,Sin Experiencia,Remoto,16,Por encima del mercado,0,100.0,1
52,161615,250k a 1M,Intermedio,Sin Experiencia,Híbrido,45,Por debajo del mercado,0,100.0,1
31,446193,Más de 1M,Experto,General,Presencial,30,Por debajo del mercado,1,68.88,0
52,361680,Más de 1M,Intermedio,Sin Experiencia,Remoto,10,Por debajo del mercado,1,100.0,1
44,164435,Más de 1M,Básico,General,Presencial,26,Dentro del mercado,0,100.0,1
50,532052,250k a 1M,Básico,General,Híbrido,36,Por encima del mercado,0,100.0,1
24,434075,Menos de 250k,Experto,General,Presencial,46,Dentro del mercado,1,91.66,1
21,125208,Más de 1M,Experto,General,Remoto,30,Por debajo del mercado,0,100.0,1
35,1036180,Menos de 250k,Intermedio,General,Remoto,49,Por debajo del mercado,1,100.0,1
60,595729,Más de 1M,Básico,General,Híbrido,46,Dentro del mercado,1,100.0,1
22,392999,Más de 1M,Experto,General,Presencial,32,Por encima del mercado,1,100.0,1
46,1530511,Menos de 250k,Intermedio,Específica,Presencial,38,Por encima del mercado,1,100.0,1
45,1029648,Más de 1M,Básico,Específica,Híbrido,16,Por debajo del mercado,0,100.0,1
12,965259,Menos de 250k,Experto,General,Híbrido,47,Por encima del mercado,1,70.42,1
50,293320,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,33,Dentro del mercado,1,83.55,1
32,1927318,Menos de 250k,Básico,Específica,Remoto,43,Por debajo del mercado,0,100.0,1
43,1994492,250k a 1M,Intermedio,Específica,Híbrido,34,Por encima del mercado,0,100.0,1
13,1087903,Más de 1M,Básico,Sin Experiencia,Presencial,37,Por debajo del mercado,0,100.0,1
19,135546,Más de 1M,Experto,General,Presencial,18,Dentro del mercado,0,92.63,1
35,975933,Más de 1M,Intermedio,Sin Experiencia,Presencial,39,Por encima del mercado,0,79.42,1
31,797676,Más de 1M,Intermedio,Específica,Híbrido,6,Dentro del mercado,0,100.0,1
27,1536941,250k a 1M,Intermedio,Específica,Remoto,11,Por debajo del mercado,0,64.09,0
15,1226197,250k a 1M,Experto,Específica,Híbrido,34,Por debajo del mercado,1,100.0,1
27,1067537,Más de 1M,Básico,Específica,Híbrido,28,Por debajo del mercado,0,67.19,0
48,1009991,Más de 1M,Intermedio,Específica,Híbrido,29,Por encima del mercado,1,100.0,1
17,1083871,Menos de 250k,Básico,General,Presencial,11,Por debajo del mercado,0,100.0,1
17,285910,250k a 1M,Básico,General,Híbrido,33,Dentro del mercado,0,100.0,1
58,1823851,Más de 1M,Intermedio,General,Presencial,32,Por debajo del mercado,0,100.0,1
43,1559454,250k a 1M,Básico,Específica,Híbrido,31,Por encima del mercado,0,56.22,0
16,1867977,250k a 1M,Experto,General,Presencial,17,Dentro del mercado,1,100.0,1
60,360491,Más de 1M,Experto,Sin Experiencia,Remoto,32,Por debajo del mercado,1,100.0,1
46,309321,Más de 1M,Básico,Sin Experiencia,Presencial,35,Por encima del mercado,1,100.0,1
20,783173,Menos de 250k,Intermedio,Sin Experiencia,Remoto,25,Dentro del mercado,1,72.05,1
20,246247,250k a 1M,Intermedio,General,Híbrido,40,Dentro del mercado,0,100.0,1
54,477260,Más de 1M,Experto,General,Remoto,6,Dentro del mercado,0,74.17,1
42,1870690,Más de 1M,Básico,Específica,Híbrido,4,Dentro del mercado,1,56.08,0
47,645835,250k a 1M,Intermedio,General,Presencial,19,Por debajo del mercado,0,100.0,1
22,428860,Más de 1M,Intermedio,General,Remoto,2,Dentro del mercado,0,100.0,1
28,1801024,Menos de 250k,Intermedio,Sin Experiencia,Presencial,29,Dentro del mercado,0,100.0,1
45,402940,Menos de 250k,Intermedio,Sin Experiencia,Remoto,25,Dentro del mercado,0,100.0,1
50,1622731,Más de 1M,Intermedio,Específica,Híbrido,46,Por encima del mercado,0,91.99,1
39,1116900,Menos de 250k,Intermedio,Específica,Presencial,11,Dentro del mercado,1,100.0,1
25,1775058,Menos de 250k,Básico,General,Remoto,39,Por debajo del mercado,0,100.0,1
46,622085,Más de 1M,Intermedio,Específica,Remoto,25,Por debajo del mercado,0,100.0,1
60,1231215,250k a 1M,Experto,Específica,Remoto,40,Por encima del mercado,1,100.0,1
58,1918341,Menos de 250k,Básico,Específica,Presencial,25,Dentro del mercado,0,91.66,1
56,1440700,250k a 1M,Intermedio,General,Híbrido,21,Dentro del mercado,1,100.0,1
24,1278254,250k a 1M,Básico,Específica,Híbrido,12,Por encima del mercado,1,100.0,1
57,495427,Menos de 250k,Intermedio,General,Híbrido,48,Por encima del mercado,1,100.0,1
31,1273787,Más de 1M,Intermedio,General,Remoto,19,Por debajo del mercado,1,93.67,1
37,58652,250k a 1M,Experto,General,Híbrido,7,Dentro del mercado,1,89.75,1
54,1153134,250k a 1M,Experto,Específica,Remoto,48,Dentro del mercado,1,100.0,1
53,1658196,250k a 1M,Experto,Específica,Híbrido,21,Por debajo del mercado,1,61.92,0
35,1247028,Más de 1M,Experto,Específica,Híbrido,32,Dentro del mercado,1,90.36,1
40,428680,250k a 1M,Intermedio,Sin Experiencia,Híbrido,15,Por encima del mercado,0,73.38,1
45,923293,250k a 1M,Básico,Sin Experiencia,Híbrido,5,Por encima del mercado,1,100.0,1
40,1980246,Menos de 250k,Intermedio,Sin Experiencia,Remoto,43,Por debajo del mercado,0,87.28,1
19,211135,250k a 1M,Básico,General,Presencial,33,Por debajo del mercado,1,84.34,1
27,566229,250k a 1M,Intermedio,Específica,Remoto,4,Por encima del mercado,1,100.0,1
26,1661144,Menos de 250k,Experto,Sin Experiencia,Remoto,10,Dentro del mercado,0,93.98,1
16,1094614,250k a 1M,Intermedio,General,Remoto,2,Por debajo del mercado,0,100.0,1
33,1469580,250k a 1M,Experto,Específica,Híbrido,19,Por encima del mercado,1,100.0,1
13,247772,Más de 1M,Experto,Sin Experiencia,Remoto,2,Por debajo del mercado,0,100.0,1
49,1910944,Más de 1M,Intermedio,Sin Experiencia,Híbrido,17,Por encima del mercado,0,70.05,1
47,739245,250k a 1M,Básico,Específica,Remoto,5,Por debajo del mercado,0,96.05,1
26,104446,Menos de 250k,Intermedio,Sin Experiencia,Presencial,46,Dentro del mercado,0,69.41,0
49,646180,Menos de 250k,Intermedio,Sin Experiencia,Presencial,1,Por encima del mercado,1,100.0,1
26,1478815,Más de 1M,Experto,Sin Experiencia,Presencial,30,Por debajo del mercado,1,99.26,1
12,1477404,Más de 1M,Básico,Específica,Híbrido,7,Dentro del mercado,1,100.0,1
16,305833,Más de 1M,Básico,Sin Experiencia,Presencial,37,Por encima del mercado,1,76.0,1
57,876633,250k a 1M,Intermedio,Específica,Remoto,5,Por debajo del mercado,0,100.0,1
52,833408,Más de 1M,Básico,General,Híbrido,9,Dentro del mercado,1,100.0,1
15,1288029,250k a 1M,Intermedio,Sin Experiencia,Remoto,39,Por encima del mercado,1,100.0,1
26,1998565,250k a 1M,Experto,General,Presencial,50,Por encima del mercado,1,94.16,1
16,272444,Menos de 250k,Experto,General,Híbrido,18,Por debajo del mercado,1,100.0,1
14,1805268,250k a 1M,Básico,Específica,Remoto,16,Dentro del mercado,0,100.0,1
33,728509,Menos de 250k,Básico,General,Híbrido,45,Dentro del mercado,0,73.08,1
16,372490,250k a 1M,Básico,Específica,Remoto,16,Por encima del mercado,0,86.21,1
44,110554,250k a 1M,Básico,General,Híbrido,30,Dentro del mercado,0,100.0,1
27,220001,Más de 1M,Experto,Sin Experiencia,Remoto,4,Dentro del mercado,0,100.0,1
29,1015178,Más de 1M,Básico,Específica,Remoto,12,Por encima del mercado,0,100.0,1
54,1792102,Más de 1M,Intermedio,Específica,Híbrido,28,Por encima del mercado,1,100.0,1
43,1534168,Menos de 250k,Básico,Sin Experiencia,Presencial,24,Por debajo del mercado,0,97.19,1
25,1433154,250k a 1M,Básico,Sin Experiencia,Presencial,29,Por encima del mercado,0,55.04,0
46,1056329,250k a 1M,Experto,Específica,Remoto,34,Por debajo del mercado,0,93.51,1
20,1002223,Menos de 250k,Básico,Sin Experiencia,Híbrido,7,Dentro del mercado,1,100.0,1
58,1367759,Más de 1M,Básico,Sin Experiencia,Remoto,19,Por encima del mercado,0,100.0,1
48,614801,Menos de 250k,Experto,General,Remoto,40,Dentro del mercado,1,100.0,1
48,1296136,Más de 1M,Experto,Sin Experiencia,Presencial,26,Dentro del mercado,1,69.53,0
42,1429939,250k a 1M,Experto,Específica,Presencial,15,Dentro del mercado,1,70.07,1
27,62174,250k a 1M,Básico,Específica,Presencial,23,Por debajo del mercado,0,100.0,1
42,740858,Más de 1M,Intermedio,General,Híbrido,21,Por debajo del mercado,0,100.0,1
38,141953,250k a 1M,Básico,Específica,Presencial,2,Por debajo del mercado,0,100.0,1
24,1426094,Más de 1M,Experto,Específica,Híbrido,6,Por debajo del mercado,1,71.25,1
18,1355193,Menos de 250k,Intermedio,General,Remoto,38,Por debajo del mercado,0,100.0,1
18,1000223,250k a 1M,Experto,Específica,Híbrido,14,Por debajo del mercado,1,100.0,1
54,731397,Menos de 250k,Experto,Sin Experiencia,Presencial,24,Dentro del mercado,0,87.93,1
39,1584161,250k a 1M,Básico,Específica,Remoto,14,Dentro del mercado,0,61.75,0
34,1589979,Más de 1M,Experto,Sin Experiencia,Remoto,5,Por debajo del mercado,0,100.0,1
39,1951861,250k a 1M,Básico,Específica,Presencial,43,Por encima del mercado,0,100.0,1
38,1721500,250k a 1M,Intermedio,Específica,Híbrido,6,Por debajo del mercado,1,92.99,1
41,1243611,250k a 1M,Básico,General,Remoto,2,Por encima del mercado,0,100.0,1
58,321204,250k a 1M,Intermedio,General,Presencial,8,Dentro del mercado,0,95.56,1
15,493268,250k a 1M,Experto,Sin Experiencia,Híbrido,47,Por encima del mercado,1,100.0,1
55,1860426,Menos de 250k,Intermedio,Específica,Híbrido,21,Por debajo del mercado,0,100.0,1
53,152094,Menos de 250k,Básico,Específica,Remoto,33,Dentro del mercado,0,100.0,1
53,1730988,250k a 1M,Básico,Sin Experiencia,Presencial,20,Dentro del mercado,0,100.0,1
18,1399819,Menos de 250k,Intermedio,General,Híbrido,24,Por debajo del mercado,1,100.0,1
