duracion,presupuesto,facturacion_anual,fortaleza_tecnologica,experiencia_requerida,lugar_trabajo,numero_perfiles_requeridos,precio_hora,volumetria,prob_exito,exito
18,1105712,Más de 1M,Intermedio,General,Híbrido,30,Por encima del mercado,0,100.0,1
59,1337858,Más de 1M,Experto,Específica,Presencial,29,Dentro del mercado,1,100.0,1
35,928896,Más de 1M,Básico,Sin Experiencia,Híbrido,24,Por encima del mercado,0,86.7,1
46,1826802,Menos de 250k,Experto,Específica,Remoto,2,Por encima del mercado,0,92.1,1
20,1624095,Menos de 250k,Básico,Sin Experiencia,Híbrido,28,Por encima del mercado,1,95.8,1
24,1944144,Más de 1M,Experto,General,Remoto,40,Dentro del mercado,1,83.0,1
43,259850,Menos de 250k,Básico,Específica,Presencial,13,Por encima del mercado,1,100.0,1
19,1844317,Menos de 250k,Intermedio,Específica,Presencial,8,Por encima del mercado,1,100.0,1
32,1827082,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,33,Por debajo del mercado,1,100.0,1
21,939407,Entre 250k y 1M,Básico,General,Remoto,36,Dentro del mercado,1,52.5,0
53,755976,Más de 1M,Básico,Sin Experiencia,Remoto,42,Por debajo del mercado,1,100.0,1
54,444990,Entre 250k y 1M,Experto,General,Híbrido,6,Por debajo del mercado,1,95.7,1
47,1643882,Menos de 250k,Básico,Específica,Remoto,31,Dentro del mercado,0,100.0,1
13,1820177,Menos de 250k,Intermedio,Sin Experiencia,Presencial,11,Dentro del mercado,0,100.0,1
37,482557,Entre 250k y 1M,Intermedio,Específica,Remoto,48,Por encima del mercado,0,100.0,1
54,1707625,Entre 250k y 1M,Intermedio,General,Híbrido,8,Por debajo del mercado,0,100.0,1
18,1032400,Más de 1M,Intermedio,Específica,Presencial,14,Por encima del mercado,1,100.0,1
42,168748,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,35,Dentro del mercado,0,98.1,1
45,1404948,Entre 250k y 1M,Experto,Específica,Presencial,10,Por encima del mercado,0,88.0,1
24,154518,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,3,Por debajo del mercado,0,73.7,1
57,321360,Más de 1M,Básico,General,Remoto,40,Dentro del mercado,1,100.0,1
22,89949,Entre 250k y 1M,Experto,Específica,Presencial,14,Por encima del mercado,1,100.0,1
43,929822,Más de 1M,Intermedio,Sin Experiencia,Remoto,14,Por encima del mercado,0,80.4,1
14,74093,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,5,Por encima del mercado,1,100.0,1
56,1244507,Entre 250k y 1M,Experto,General,Híbrido,36,Por debajo del mercado,0,50.0,0
45,1927321,Más de 1M,Intermedio,General,Híbrido,2,Por encima del mercado,1,77.8,1
49,1741263,Entre 250k y 1M,Básico,General,Presencial,29,Por encima del mercado,1,100.0,1
60,1096615,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,49,Por encima del mercado,1,83.0,1
57,1665099,Menos de 250k,Experto,General,Híbrido,9,Por encima del mercado,1,100.0,1
49,1334009,Entre 250k y 1M,Intermedio,Específica,Presencial,2,Por encima del mercado,1,80.9,1
37,1064542,Más de 1M,Intermedio,Sin Experiencia,Híbrido,32,Por encima del mercado,1,100.0,1
38,1952812,Menos de 250k,Básico,General,Presencial,42,Por encima del mercado,1,100.0,1
13,1048723,Menos de 250k,Intermedio,Específica,Presencial,1,Por debajo del mercado,0,76.5,1
54,1865178,Menos de 250k,Básico,Específica,Presencial,25,Por debajo del mercado,0,100.0,1
45,1352279,Entre 250k y 1M,Experto,General,Presencial,25,Por debajo del mercado,0,100.0,1
60,954883,Menos de 250k,Intermedio,General,Presencial,19,Por debajo del mercado,1,100.0,1
39,1333946,Entre 250k y 1M,Intermedio,Específica,Híbrido,6,Por debajo del mercado,1,100.0,1
12,186091,Más de 1M,Experto,Específica,Presencial,9,Por debajo del mercado,0,100.0,1
43,1657537,Más de 1M,Básico,Sin Experiencia,Híbrido,46,Por encima del mercado,1,100.0,1
20,1518627,Menos de 250k,Básico,Sin Experiencia,Presencial,3,Por encima del mercado,0,95.7,1
30,520939,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,13,Dentro del mercado,1,100.0,1
23,1969973,Entre 250k y 1M,Básico,Específica,Presencial,22,Por encima del mercado,1,100.0,1
38,448531,Más de 1M,Básico,Sin Experiencia,Presencial,38,Dentro del mercado,0,78.5,1
59,654713,Más de 1M,Experto,General,Remoto,12,Por debajo del mercado,1,100.0,1
40,347425,Más de 1M,Intermedio,Específica,Presencial,47,Dentro del mercado,1,67.2,0
29,443717,Menos de 250k,Intermedio,General,Remoto,23,Por debajo del mercado,0,100.0,1
17,843191,Más de 1M,Básico,General,Remoto,6,Dentro del mercado,1,97.2,1
30,1718757,Entre 250k y 1M,Intermedio,General,Remoto,32,Por encima del mercado,1,100.0,1
47,621977,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,48,Por encima del mercado,1,100.0,1
24,1658134,Entre 250k y 1M,Experto,General,Presencial,35,Por debajo del mercado,1,82.2,1
25,694322,Más de 1M,Básico,General,Remoto,33,Por debajo del mercado,1,100.0,1
14,1694965,Menos de 250k,Experto,General,Presencial,47,Por encima del mercado,0,100.0,1
50,1925564,Entre 250k y 1M,Intermedio,Específica,Presencial,24,Dentro del mercado,0,78.9,1
20,1173005,Menos de 250k,Intermedio,Sin Experiencia,Remoto,9,Dentro del mercado,1,62.3,0
19,1174557,Más de 1M,Básico,Específica,Híbrido,23,Por encima del mercado,1,100.0,1
41,1281191,Entre 250k y 1M,Experto,General,Remoto,6,Por debajo del mercado,0,100.0,1
52,1994734,Menos de 250k,Básico,General,Híbrido,27,Por encima del mercado,1,50.0,0
21,1028650,Menos de 250k,Básico,Específica,Remoto,49,Por encima del mercado,0,100.0,1
24,1615152,Menos de 250k,Experto,General,Presencial,3,Dentro del mercado,0,100.0,1
54,952732,Menos de 250k,Intermedio,Específica,Presencial,1,Por encima del mercado,0,100.0,1
15,118260,Más de 1M,Básico,Sin Experiencia,Remoto,8,Por encima del mercado,0,100.0,1
14,1670939,Menos de 250k,Experto,Sin Experiencia,Remoto,1,Por debajo del mercado,0,100.0,1
43,1869917,Menos de 250k,Experto,Sin Experiencia,Presencial,2,Dentro del mercado,0,94.1,1
58,1170120,Menos de 250k,Básico,General,Híbrido,9,Dentro del mercado,0,80.8,1
19,730491,Entre 250k y 1M,Experto,Específica,Presencial,28,Por debajo del mercado,1,100.0,1
49,1952995,Entre 250k y 1M,Intermedio,Específica,Remoto,2,Por debajo del mercado,1,100.0,1
13,930364,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,26,Por encima del mercado,0,100.0,1
57,438936,Menos de 250k,Intermedio,Sin Experiencia,Presencial,1,Por encima del mercado,0,100.0,1
43,74841,Entre 250k y 1M,Intermedio,Específica,Híbrido,36,Por debajo del mercado,0,100.0,1
34,1610577,Más de 1M,Experto,General,Presencial,45,Por debajo del mercado,0,100.0,1
59,1176813,Entre 250k y 1M,Básico,General,Híbrido,15,Por encima del mercado,0,71.4,1
29,1026823,Menos de 250k,Básico,General,Híbrido,3,Por debajo del mercado,1,99.1,1
19,1370585,Menos de 250k,Básico,Sin Experiencia,Híbrido,6,Por debajo del mercado,1,100.0,1
37,1155793,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,20,Dentro del mercado,0,70.4,1
50,1794603,Más de 1M,Intermedio,Específica,Híbrido,35,Por encima del mercado,0,100.0,1
28,1289922,Menos de 250k,Básico,Sin Experiencia,Presencial,44,Dentro del mercado,1,100.0,1
15,247878,Más de 1M,Experto,Específica,Remoto,30,Por debajo del mercado,1,100.0,1
59,1514008,Entre 250k y 1M,Experto,Específica,Remoto,16,Por debajo del mercado,1,78.1,1
28,531059,Más de 1M,Experto,Sin Experiencia,Presencial,7,Por encima del mercado,1,100.0,1
43,1483017,Más de 1M,Intermedio,General,Híbrido,43,Por encima del mercado,0,81.0,1
40,783292,Menos de 250k,Intermedio,Específica,Remoto,35,Por encima del mercado,1,91.9,1
49,103362,Entre 250k y 1M,Básico,General,Presencial,28,Por debajo del mercado,1,100.0,1
22,145545,Más de 1M,Básico,Específica,Remoto,1,Por encima del mercado,1,100.0,1
34,1944478,Entre 250k y 1M,Básico,General,Híbrido,38,Dentro del mercado,1,100.0,1
29,140066,Más de 1M,Experto,Sin Experiencia,Híbrido,14,Por debajo del mercado,1,100.0,1
37,1634014,Entre 250k y 1M,Experto,General,Híbrido,10,Por debajo del mercado,0,100.0,1
23,825451,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,12,Dentro del mercado,1,100.0,1
24,924819,Entre 250k y 1M,Experto,General,Remoto,30,Por debajo del mercado,0,100.0,1
32,1054515,Más de 1M,Experto,Sin Experiencia,Presencial,13,Dentro del mercado,0,50.8,0
19,1230725,Entre 250k y 1M,Experto,Específica,Remoto,39,Dentro del mercado,0,100.0,1
30,507488,Menos de 250k,Experto,Específica,Híbrido,41,Dentro del mercado,0,100.0,1
51,205931,Entre 250k y 1M,Básico,Específica,Híbrido,38,Por debajo del mercado,0,100.0,1
43,173357,Entre 250k y 1M,Experto,General,Remoto,28,Dentro del mercado,1,93.1,1
44,1713375,Más de 1M,Intermedio,Específica,Remoto,21,Por debajo del mercado,0,70.9,1
33,1558252,Más de 1M,Básico,Específica,Remoto,10,Por encima del mercado,0,100.0,1
20,1207655,Menos de 250k,Intermedio,Sin Experiencia,Presencial,9,Por encima del mercado,0,100.0,1
58,1893375,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,40,Por debajo del mercado,0,100.0,1
30,1055226,Entre 250k y 1M,Experto,General,Remoto,38,Dentro del mercado,0,100.0,1
44,375024,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,31,Por debajo del mercado,0,100.0,1
18,1212269,Entre 250k y 1M,Intermedio,Sin Experiencia,Híbrido,31,Por debajo del mercado,1,100.0,1
17,1259837,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,38,Por encima del mercado,0,100.0,1
32,1493937,Más de 1M,Intermedio,Sin Experiencia,Remoto,13,Dentro del mercado,1,100.0,1
28,964159,Entre 250k y 1M,Intermedio,Sin Experiencia,Híbrido,8,Dentro del mercado,0,100.0,1
38,1268198,Menos de 250k,Básico,Sin Experiencia,Híbrido,22,Por encima del mercado,1,100.0,1
29,1985348,Más de 1M,Básico,General,Presencial,6,Dentro del mercado,0,100.0,1
20,237941,Entre 250k y 1M,Experto,General,Remoto,16,Por encima del mercado,0,100.0,1
39,136956,Más de 1M,Básico,General,Híbrido,20,Por debajo del mercado,1,100.0,1
18,1624071,Entre 250k y 1M,Intermedio,Sin Experiencia,Presencial,4,Por debajo del mercado,1,100.0,1
36,317443,Entre 250k y 1M,Experto,Específica,Presencial,29,Por debajo del mercado,0,100.0,1
19,1748544,Más de 1M,Intermedio,Específica,Remoto,22,Por debajo del mercado,0,100.0,1
18,1476746,Entre 250k y 1M,Intermedio,Sin Experiencia,Híbrido,45,Dentro del mercado,1,67.6,0
27,1131156,Más de 1M,Básico,General,Presencial,41,Por debajo del mercado,1,63.7,0
23,1173763,Entre 250k y 1M,Básico,Específica,Remoto,48,Dentro del mercado,1,64.8,0
50,856637,Más de 1M,Básico,General,Presencial,48,Por encima del mercado,0,55.2,0
17,435938,Más de 1M,Experto,General,Presencial,17,Dentro del mercado,0,66.7,0
32,883187,Entre 250k y 1M,Intermedio,Sin Experiencia,Híbrido,5,Por debajo del mercado,1,87.9,1
27,1648793,Entre 250k y 1M,Intermedio,Sin Experiencia,Híbrido,34,Por encima del mercado,0,95.4,1
32,599009,Menos de 250k,Experto,Específica,Remoto,34,Por encima del mercado,0,100.0,1
21,1881525,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,25,Dentro del mercado,0,100.0,1
14,946090,Menos de 250k,Experto,Sin Experiencia,Híbrido,34,Dentro del mercado,0,100.0,1
54,952482,Menos de 250k,Intermedio,General,Híbrido,8,Por encima del mercado,0,100.0,1
52,420107,Más de 1M,Intermedio,General,Remoto,26,Por debajo del mercado,0,100.0,1
33,414186,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,37,Por encima del mercado,1,100.0,1
14,1464864,Menos de 250k,Intermedio,Específica,Híbrido,14,Dentro del mercado,1,100.0,1
37,1918415,Menos de 250k,Intermedio,General,Remoto,47,Dentro del mercado,1,100.0,1
15,310603,Más de 1M,Básico,Sin Experiencia,Remoto,22,Por debajo del mercado,0,100.0,1
44,1704522,Entre 250k y 1M,Intermedio,Específica,Presencial,50,Dentro del mercado,1,100.0,1
27,741360,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,34,Por encima del mercado,1,74.6,1
24,1105867,Entre 250k y 1M,Básico,Sin Experiencia,Presencial,13,Por debajo del mercado,0,100.0,1
40,827345,Menos de 250k,Básico,Específica,Presencial,4,Por encima del mercado,1,96.2,1
57,1582346,Entre 250k y 1M,Básico,Sin Experiencia,Presencial,17,Dentro del mercado,1,100.0,1
41,404298,Entre 250k y 1M,Experto,General,Remoto,25,Dentro del mercado,1,100.0,1
49,404066,Menos de 250k,Básico,Sin Experiencia,Presencial,26,Por encima del mercado,1,100.0,1
60,254610,Entre 250k y 1M,Experto,General,Presencial,48,Dentro del mercado,0,100.0,1
57,867941,Más de 1M,Básico,Sin Experiencia,Presencial,7,Por debajo del mercado,0,100.0,1
25,613790,Menos de 250k,Experto,Específica,Remoto,5,Por encima del mercado,0,90.0,1
55,1981683,Más de 1M,Intermedio,Específica,Remoto,47,Por debajo del mercado,0,69.5,0
36,1464082,Más de 1M,Experto,General,Remoto,10,Por encima del mercado,1,85.9,1
19,527973,Menos de 250k,Experto,Específica,Remoto,7,Por encima del mercado,0,100.0,1
42,709776,Más de 1M,Intermedio,Sin Experiencia,Presencial,38,Dentro del mercado,0,100.0,1
57,1596764,Más de 1M,Intermedio,Sin Experiencia,Presencial,4,Por encima del mercado,0,87.0,1
29,1017896,Entre 250k y 1M,Básico,Específica,Híbrido,10,Dentro del mercado,1,100.0,1
40,1641919,Menos de 250k,Intermedio,Específica,Remoto,32,Por encima del mercado,1,100.0,1
40,1613170,Menos de 250k,Básico,General,Presencial,44,Por debajo del mercado,1,100.0,1
41,1602506,Entre 250k y 1M,Básico,Específica,Presencial,13,Por encima del mercado,0,100.0,1
40,277282,Más de 1M,Básico,Sin Experiencia,Presencial,48,Por encima del mercado,1,66.6,0
43,1507610,Más de 1M,Básico,Específica,Presencial,46,Por debajo del mercado,0,100.0,1
30,611395,Entre 250k y 1M,Experto,Específica,Presencial,36,Dentro del mercado,0,100.0,1
37,1796323,Entre 250k y 1M,Intermedio,General,Presencial,8,Por debajo del mercado,1,100.0,1
35,1082068,Entre 250k y 1M,Básico,General,Remoto,42,Por encima del mercado,0,100.0,1
55,1324967,Menos de 250k,Experto,General,Presencial,27,Dentro del mercado,1,80.1,1
21,1459651,Más de 1M,Experto,Específica,Remoto,32,Por encima del mercado,1,100.0,1
13,239822,Más de 1M,Intermedio,Sin Experiencia,Remoto,19,Por encima del mercado,1,100.0,1
37,903089,Entre 250k y 1M,Intermedio,Específica,Presencial,48,Por encima del mercado,1,82.9,1
39,792218,Entre 250k y 1M,Experto,Específica,Remoto,5,Por encima del mercado,0,100.0,1
29,1633875,Entre 250k y 1M,Experto,General,Híbrido,24,Dentro del mercado,0,82.7,1
42,1761547,Entre 250k y 1M,Básico,Específica,Presencial,9,Dentro del mercado,1,100.0,1
35,1722421,Entre 250k y 1M,Básico,Sin Experiencia,Híbrido,30,Por debajo del mercado,1,75.4,1
12,1563132,Menos de 250k,Intermedio,Sin Experiencia,Híbrido,25,Por debajo del mercado,0,61.8,0
60,68978,Entre 250k y 1M,Experto,Específica,Híbrido,22,Por debajo del mercado,0,100.0,1
40,1903041,Entre 250k y 1M,Básico,General,Híbrido,39,Por encima del mercado,1,100.0,1
49,1344787,Más de 1M,Básico,Específica,Híbrido,26,Por encima del mercado,0,100.0,1
43,1122409,Entre 250k y 1M,Básico,Sin Experiencia,Presencial,25,Dentro del mercado,0,83.4,1
12,1890472,Menos de 250k,Experto,General,Híbrido,31,Dentro del mercado,1,90.7,1
20,1333803,Menos de 250k,Experto,Sin Experiencia,Presencial,37,Dentro del mercado,1,100.0,1
22,1255920,Menos de 250k,Experto,Específica,Presencial,5,Por debajo del mercado,1,100.0,1
58,1211989,Entre 250k y 1M,Intermedio,Específica,Híbrido,7,Dentro del mercado,1,100.0,1
33,1087156,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,5,Dentro del mercado,0,100.0,1
44,1139786,Entre 250k y 1M,Experto,Sin Experiencia,Remoto,38,Por encima del mercado,0,83.4,1
57,1095860,Más de 1M,Básico,General,Híbrido,6,Por debajo del mercado,0,100.0,1
53,1306167,Más de 1M,Experto,General,Presencial,35,Por debajo del mercado,1,99.4,1
52,1018552,Más de 1M,Básico,Sin Experiencia,Híbrido,46,Dentro del mercado,0,76.4,1
51,996678,Entre 250k y 1M,Básico,Sin Experiencia,Presencial,28,Dentro del mercado,0,100.0,1
32,792290,Más de 1M,Básico,Sin Experiencia,Híbrido,34,Dentro del mercado,1,100.0,1
41,718370,Menos de 250k,Básico,Sin Experiencia,Presencial,22,Por debajo del mercado,0,99.5,1
56,1246323,Más de 1M,Básico,Sin Experiencia,Remoto,10,Por encima del mercado,0,100.0,1
45,1703349,Más de 1M,Básico,General,Remoto,10,Por encima del mercado,1,100.0,1
55,1398349,Más de 1M,Intermedio,General,Híbrido,21,Por encima del mercado,0,100.0,1
45,1594459,Más de 1M,Experto,General,Híbrido,26,Por encima del mercado,1,86.8,1
19,662987,Entre 250k y 1M,Experto,General,Híbrido,2,Por debajo del mercado,0,100.0,1
47,1312180,Más de 1M,Básico,General,Híbrido,2,Por encima del mercado,1,100.0,1
39,147176,Menos de 250k,Básico,Específica,Remoto,21,Dentro del mercado,0,83.1,1
36,102102,Más de 1M,Intermedio,Sin Experiencia,Remoto,24,Por debajo del mercado,1,100.0,1
24,635314,Entre 250k y 1M,Experto,General,Remoto,2,Por debajo del mercado,0,72.1,1
40,1573511,Más de 1M,Experto,Específica,Híbrido,24,Por encima del mercado,1,100.0,1
15,981024,Menos de 250k,Básico,Específica,Presencial,13,Dentro del mercado,0,100.0,1
47,1517480,Entre 250k y 1M,Básico,Sin Experiencia,Remoto,31,Por encima del mercado,1,100.0,1
43,1034506,Entre 250k y 1M,Experto,Específica,Presencial,4,Dentro del mercado,1,100.0,1
13,363852,Menos de 250k,Intermedio,General,Híbrido,4,Dentro del mercado,0,100.0,1
15,967865,Más de 1M,Intermedio,General,Presencial,34,Por debajo del mercado,0,88.3,1
46,1651346,Entre 250k y 1M,Experto,Sin Experiencia,Híbrido,26,Dentro del mercado,0,100.0,1
18,1722860,Menos de 250k,Básico,Sin Experiencia,Presencial,27,Por debajo del mercado,0,100.0,1
24,1862604,Entre 250k y 1M,Experto,Específica,Remoto,35,Por encima del mercado,1,100.0,1
54,1136696,Entre 250k y 1M,Experto,Específica,Presencial,20,Dentro del mercado,0,75.3,1
21,1933388,Entre 250k y 1M,Experto,Específica,Remoto,22,Por encima del mercado,0,100.0,1
35,254842,Menos de 250k,Experto,Específica,Híbrido,26,Dentro del mercado,0,100.0,1
18,1256089,Menos de 250k,Experto,Sin Experiencia,Remoto,42,Por encima del mercado,0,91.7,1
15,1827459,Menos de 250k,Intermedio,Específica,Remoto,28,Por encima del mercado,0,90.6,1
50,1791638,Entre 250k y 1M,Básico,General,Híbrido,34,Dentro del mercado,1,100.0,1
27,88322,Menos de 250k,Experto,Sin Experiencia,Presencial,12,Dentro del mercado,0,94.6,1
22,853944,Más de 1M,Intermedio,Sin Experiencia,Híbrido,19,Por encima del mercado,0,99.3,1
36,1217087,Menos de 250k,Básico,Sin Experiencia,Presencial,5,Por encima del mercado,0,100.0,1
58,109286,Entre 250k y 1M,Experto,General,Remoto,42,Por debajo del mercado,0,100.0,1
40,455842,Entre 250k y 1M,Básico,Específica,Remoto,38,Por encima del mercado,1,100.0,1
30,1112467,Entre 250k y 1M,Experto,Específica,Híbrido,25,Por encima del mercado,0,100.0,1
51,1222698,Más de 1M,Intermedio,Sin Experiencia,Híbrido,29,Dentro del mercado,0,100.0,1
16,726287,Entre 250k y 1M,Intermedio,General,Presencial,23,Por encima del mercado,1,100.0,1
57,634040,Entre 250k y 1M,Experto,Específica,Híbrido,29,Por debajo del mercado,1,100.0,1
46,192158,Entre 250k y 1M,Básico,Específica,Remoto,10,Por encima del mercado,0,87.3,1
17,1717767,Entre 250k y 1M,Experto,Sin Experiencia,Presencial,19,Por encima del mercado,1,100.0,1
12,316203,Entre 250k y 1M,Básico,General,Híbrido,31,Por debajo del mercado,1,69.6,0
24,1201215,Más de 1M,Experto,Sin Experiencia,Remoto,10,Por encima del mercado,1,100.0,1
36,1935522,Menos de 250k,Básico,Sin Experiencia,Híbrido,34,Por encima del mercado,1,100.0,1
54,905910,Entre 250k y 1M,Intermedio,Sin Experiencia,Remoto,35,Por encima del mercado,0,57.9,0
37,348778,Entre 250k y 1M,Intermedio,Específica,Presencial,50,Dentro del mercado,1,100.0,1
